,ID,Game_Name,Match_Name,Num_in_Match,Region,Tournament,Blue_Team_Name,Red_Team_Name,Date,Week,Winner,Blue_kills,Red_kills,Total_kills,Blue_towers,Red_towers,Total_towers,Blue_dragons,Red_dragons,Total_dragons,Blue_barons,Red_barons,Total_barons,Blue_gold,Red_gold,Total_gold,First_blood_team,First_blood_time,First_tower_team,First_tower_time,First_dragon_team,First_dragon_time,First_rift_herald_team,First_rift_herald_time,First_baron_team,First_baron_time,Game_time,Blue_players,Red_players
74,751122,Fnatic  vs MAD Lions ,MAD Lions vs Fnatic 7,1,LEC,LEC Spring 2022,Fnatic ,MAD Lions ,2022-02-26,7,blue,13,7,20,9,4,13,3,0,3,1,0,1,63.8,54.4,118.2,red,573,red,805,blue,357,red,569,blue,1504,1952,"Wunder,Razork,Humanoid,Upset,Hylissang,","Armut,Elyoya,Reeker,UNF0RGIVEN,Kaiser,"
75,761122,SK Gaming  vs Rogue ,SK Gaming vs Rogue 8,1,LEC,LEC Spring 2022,SK Gaming ,Rogue ,2022-03-04,8,blue,18,7,25,9,4,13,4,0,4,2,0,2,76.8,66.4,143.2,blue,736,red,985,red,419,blue,596,blue,1524,2368,"JNX,Gilius,Sertuss,Jezu,Treatz,","Odoamne,Malrang,Larssen,Comp,Trymbi,"
76,771122,Astralis  vs Misfits Gaming ,MSF vs Astralis 8,1,LEC,LEC Spring 2022,Astralis ,Misfits Gaming ,2022-03-04,8,red,15,23,38,4,11,15,2,0,2,1,2,3,70.7,80.9,151.60000000000002,red,416,red,820,red,412,red,720,blue,1298,2500,"Whiteknight,Zanzarah,Dajor,Kobbe,Promisq,","HiRit,Shlatan,Vetheo,Neon,Mersa,"
77,781122,G2 Esports  vs Excel Esports ,G2 Esports vs XL 8,1,LEC,LEC Spring 2022,G2 Esports ,Excel Esports ,2022-03-04,8,blue,18,6,24,9,2,11,1,0,1,1,0,1,54.2,41.1,95.3,blue,614,blue,941,blue,505,blue,505,blue,1388,1601,"Brokenblade,Jankos,Caps,Flakked,Targamas,","Finn,Markoon,Nukeduck,Patrik,Mikyx,"
78,791122,Team Vitality  vs MAD Lions ,VIT vs MAD Lions 8,1,LEC,LEC Spring 2022,Team Vitality ,MAD Lions ,2022-03-04,8,red,8,25,33,3,10,13,1,0,1,0,2,2,55.6,66.3,121.9,blue,441,blue,717,blue,441,blue,605,red,1487,2013,"Alphari,Selfmade,Perkz,Carzzy,Labrov,","Armut,Elyoya,Reeker,UNF0RGIVEN,Kaiser,"
79,801122,Team BDS  vs Fnatic ,Team BDS vs Fnatic 8,1,LEC,LEC Spring 2022,Team BDS ,Fnatic ,2022-03-04,8,red,7,20,27,1,9,10,0,0,0,0,1,1,38.9,53.7,92.6,blue,242,red,810,blue,242,blue,596,red,1276,1490,"Adam,Cinkrof,Nuclearint,xmatty,Limit,","Wunder,Razork,Humanoid,Upset,Hylissang,"
80,811122,Excel Esports  vs SK Gaming ,SK Gaming vs XL 8,1,LEC,LEC Spring 2022,Excel Esports ,SK Gaming ,2022-03-05,8,blue,14,2,16,9,1,10,4,0,4,1,0,1,58.7,44.6,103.3,blue,517,blue,575,red,331,blue,526,blue,1364,1701,"Finn,Markoon,Nukeduck,Patrik,Mikyx,","JNX,Gilius,Sertuss,Jezu,Treatz,"
81,821122,Astralis  vs MAD Lions ,MAD Lions vs Astralis 8,1,LEC,LEC Spring 2022,Astralis ,MAD Lions ,2022-03-05,8,red,6,15,21,3,10,13,1,0,1,0,1,1,53.5,62.1,115.6,blue,191,blue,897,blue,191,blue,537,red,1755,1961,"Whiteknight,Zanzarah,Dajor,Kobbe,Promisq,","Armut,Elyoya,Reeker,UNF0RGIVEN,Kaiser,"
82,831122,Misfits Gaming  vs Fnatic ,MSF vs Fnatic 8,1,LEC,LEC Spring 2022,Misfits Gaming ,Fnatic ,2022-03-05,8,blue,17,25,42,7,7,14,3,0,3,1,2,3,67.6,70.0,137.6,red,223,red,840,red,223,red,667,red,1323,2201,"HiRit,Shlatan,Vetheo,Neon,Mersa,","Wunder,Razork,Humanoid,Upset,Hylissang,"
83,841122,Rogue  vs Team BDS ,Team BDS vs Rogue 8,1,LEC,LEC Spring 2022,Rogue ,Team BDS ,2022-03-05,8,blue,17,7,24,11,1,12,1,0,1,2,0,2,67.7,52.1,119.8,blue,255,blue,604,red,255,blue,532,blue,1345,1976,"Odoamne,Malrang,Larssen,Comp,Trymbi,","Adam,Cinkrof,Nuclearint,xmatty,Limit,"
84,851122,Team Vitality  vs G2 Esports ,VIT vs G2 Esports 8,1,LEC,LEC Spring 2022,Team Vitality ,G2 Esports ,2022-03-05,8,red,4,15,19,2,11,13,1,0,1,0,1,1,63.0,72.5,135.5,red,449,red,877,red,449,red,554,red,1953,2268,"Alphari,Selfmade,Perkz,Carzzy,Labrov,","Brokenblade,Jankos,Caps,Flakked,Targamas,"
85,861122,SK Gaming  vs Misfits Gaming ,SK Gaming vs MSF 8,1,LEC,LEC Spring 2022,SK Gaming ,Misfits Gaming ,2022-03-06,8,blue,30,13,43,11,3,14,4,0,4,1,0,1,63.7,49.6,113.3,blue,266,blue,715,blue,266,red,667,blue,1531,1707,"JNX,Gilius,Sertuss,Jezu,Treatz,","HiRit,Shlatan,Vetheo,Neon,Mersa,"
86,871122,Team Vitality  vs Astralis ,VIT vs Astralis 8,1,LEC,LEC Spring 2022,Team Vitality ,Astralis ,2022-03-06,8,blue,24,5,29,10,2,12,2,0,2,1,0,1,52.9,37.6,90.5,blue,209,red,739,blue,209,blue,548,blue,1279,1477,"Alphari,Selfmade,Perkz,Carzzy,Labrov,","Whiteknight,Zanzarah,Dajor,Kobbe,Promisq,"
87,881122,Fnatic  vs Excel Esports ,Fnatic vs XL 8,1,LEC,LEC Spring 2022,Fnatic ,Excel Esports ,2022-03-06,8,blue,24,15,39,9,2,11,3,0,3,0,0,0,60.7,48.5,109.2,blue,371,blue,772,blue,371,blue,769,none,0,1791,"Wunder,Razork,Humanoid,Upset,Hylissang,","Finn,Markoon,Nukeduck,Patrik,Mikyx,"
88,891122,MAD Lions  vs Team BDS ,Team BDS vs MAD Lions 8,1,LEC,LEC Spring 2022,MAD Lions ,Team BDS ,2022-03-06,8,blue,31,21,52,10,3,13,4,0,4,2,0,2,75.4,65.4,140.8,red,323,red,871,red,323,blue,539,blue,1510,2185,"Armut,Elyoya,Reeker,UNF0RGIVEN,Kaiser,","Adam,Cinkrof,Nuclearint,xmatty,Limit,"
89,901122,Rogue  vs G2 Esports ,Rogue vs G2 Esports 8,1,LEC,LEC Spring 2022,Rogue ,G2 Esports ,2022-03-06,8,blue,23,7,30,11,1,12,3,0,3,1,0,1,59.0,42.4,101.4,blue,102,blue,921,blue,102,red,542,blue,1272,1612,"Odoamne,Malrang,Larssen,Comp,Trymbi,","Brokenblade,Jankos,Caps,Flakked,Targamas,"
