,ID,Game Name,Match Name,Num in Match,Region,Tournament,Blue Team Name,Red Team Name,Date,Week,Winner,Blue kills,Red kills,Total kills,Blue towers,Red towers,Total towers,Blue dragons,Red dragons,Total dragons,Blue barons,Red barons,Total barons,Blue gold,Red gold,Total gold,First blood team,First blood time,First tower team,First tower time,First dragon team,First dragon time,First rift herald team,First rift herald time,First baron team,First baron time,Game time,Blue players,Red players
201,2021322,KT Rolster  vs Gen.G eSports ,KT Rolster vs GEN 9,2,LCK,LCK Spring 2022,KT Rolster ,Gen.G eSports ,2022-03-18,9,blue,11,2,13,7,0,7,3,0,3,0,0,0,42.3,33.0,75.3,blue,479,blue,718,blue,370,blue,682,none,0,1265,"Rascal,Cuzz,Vicla,Aiming,Life,","Doran,Peanut,Chovy,Ruler,Lehends,"
202,2031322,Gen.G eSports  vs KT Rolster ,KT Rolster vs GEN 9,3,LCK,LCK Spring 2022,Gen.G eSports ,KT Rolster ,2022-03-18,9,blue,20,10,30,10,2,12,3,0,3,1,0,1,58.1,46.3,104.4,blue,332,blue,1053,red,330,red,518,blue,1422,1652,"Doran,Peanut,Chovy,Ruler,Lehends,","Rascal,Cuzz,Vicla,Aiming,Life,"
203,2041322,Nongshim RedForce  vs Hanwha Life eSports ,NS vs HLE 9,1,LCK,LCK Spring 2022,Nongshim RedForce ,Hanwha Life eSports ,2022-03-19,9,blue,15,10,25,8,5,13,4,0,4,1,1,2,78.4,71.8,150.2,blue,544,blue,730,blue,535,blue,535,red,1786,2597,"Canna,Dread,Bdd,Ghost,Peter,","DuDu,OnFleek,Karis,SamD,Vsta,"
204,2051322,Hanwha Life eSports  vs Nongshim RedForce ,NS vs HLE 9,2,LCK,LCK Spring 2022,Hanwha Life eSports ,Nongshim RedForce ,2022-03-19,9,red,7,17,24,0,8,8,0,0,0,0,1,1,43.3,54.4,97.69999999999999,red,217,red,713,red,217,red,524,red,1582,1653,"DuDu,OnFleek,Karis,SamD,Vsta,","Canna,Dread,Bdd,Ghost,Effort,"
205,2061322,Fredit BRION  vs DWG KIA ,BRO vs DWG KIA 9,1,LCK,LCK Spring 2022,Fredit BRION ,DWG KIA ,2022-03-19,9,blue,18,9,27,10,2,12,2,0,2,2,0,2,72.9,63.1,136.0,blue,229,blue,931,red,229,blue,536,blue,1788,2393,"Morgan,UmTi,Lava,Hena,Delight,","Burdol,Canyon,ShowMaker,deokdam,Kellin,"
206,2071322,DWG KIA  vs Fredit BRION ,BRO vs DWG KIA 9,2,LCK,LCK Spring 2022,DWG KIA ,Fredit BRION ,2022-03-19,9,red,3,10,13,2,9,11,0,0,0,0,1,1,42.4,50.6,93.0,blue,526,blue,741,red,360,blue,583,red,1499,1644,"Burdol,Canyon,ShowMaker,deokdam,Kellin,","Morgan,UmTi,Lava,Hena,Delight,"
207,2081322,Kwangdong Freecs  vs Liiv SANDBOX ,KDF vs LSB 9,1,LCK,LCK Spring 2022,Kwangdong Freecs ,Liiv SANDBOX ,2022-03-20,9,blue,16,5,21,10,5,15,3,0,3,1,0,1,59.6,52.0,111.6,red,318,red,1012,red,318,red,530,blue,1492,1918,"Kiin,Ellim,FATE,Teddy,Hoit,","Dove,Croco,Clozer,Ice,Kael,"
208,2091322,Liiv SANDBOX  vs Kwangdong Freecs ,KDF vs LSB 9,2,LCK,LCK Spring 2022,Liiv SANDBOX ,Kwangdong Freecs ,2022-03-20,9,red,8,21,29,3,9,12,3,0,3,0,1,1,55.1,65.9,121.0,blue,490,blue,932,blue,391,blue,611,red,1734,2094,"Dove,Croco,Clozer,Ice,Kael,","Kiin,Ellim,FATE,Teddy,Hoit,"
209,2101322,T1  vs DRX ,T1 vs DRX 9,1,LCK,LCK Spring 2022,T1 ,DRX ,2022-03-20,9,blue,16,4,20,8,1,9,4,0,4,0,0,0,56.2,43.8,100.0,blue,523,blue,974,red,360,red,556,none,0,1764,"Zeus,Oner,Faker,Gumayusi,Keria,","kingen,Pyosik,Zeka,Deft,BeryL,"
210,2111322,DRX  vs T1 ,T1 vs DRX 9,2,LCK,LCK Spring 2022,DRX ,T1 ,2022-03-20,9,red,9,21,30,2,10,12,0,0,0,0,1,1,49.5,60.7,110.2,blue,60,blue,857,red,60,blue,540,red,1472,1831,"kingen,Pyosik,Zeka,Deft,BeryL,","Zeus,Oner,Faker,Gumayusi,Keria,"
211,2121322,Kwangdong Freecs  vs Fredit BRION ,BRO vs KDF 0,1,LCK,LCK Spring 2022,Kwangdong Freecs ,Fredit BRION ,2022-03-20,0,blue,16,8,24,11,3,14,4,0,4,1,0,1,71.6,67.7,139.3,blue,212,red,761,blue,212,red,675,blue,2295,2499,"Kiin,Ellim,FATE,Teddy,Hoit,","Morgan,UmTi,Lava,Hena,Delight,"
